Nova Scotia
62
Nova Scotia,Kings South,Kings South,Ramona Jennex,Ramona Jennex,Nova Scotia New Democratic Party,3511
Nova Scotia,Kings South,Kings South,Shane Buchan,Shane Buchan,Progressive Conservative Association of Nova Scotia,2263
Nova Scotia,Kings South,Kings South,Sheila G. Richardson,Sheila G. Richardson,Green Party of Nova Scotia,252
Nova Scotia,Kings West,Kings West,Leo Glavine,Leo Glavine,Nova Scotia Liberal Party,5885
Nova Scotia,Kings West,Kings West,Robert K. (Bob) Landry,Robert K. (Bob) Landry,Nova Scotia New Democratic Party,603
Nova Scotia,Kings West,Kings West,Jody A. Frowley,Jody A. Frowley,Progressive Conservative Association of Nova Scotia,1275
Nova Scotia,Kings West,Kings West,Barbara G. Lake,Barbara G. Lake,Green Party of Nova Scotia,157
Nova Scotia,Lunenburg,Lunenburg,Suzanne Lohnes-Croft,Suzanne Lohnes-Croft,Nova Scotia Liberal Party,3182
Nova Scotia,Lunenburg,Lunenburg,Pam Birdsall,Pam Birdsall,Nova Scotia New Democratic Party,2768
Nova Scotia,Lunenburg,Lunenburg,Brian Pickings,Brian Pickings,Progressive Conservative Association of Nova Scotia,2465
Nova Scotia,Lunenburg West,Lunenburg West,Mark Furey,Mark Furey,Nova Scotia Liberal Party,3931
Nova Scotia,Lunenburg West,Lunenburg West,Gary Ramey,Gary Ramey,Nova Scotia New Democratic Party,2885
Nova Scotia,Lunenburg West,Lunenburg West,David Mitchell,David Mitchell,Progressive Conservative Association of Nova Scotia,2143
Nova Scotia,Lunenburg West,Lunenburg West,Rob Pierce,Rob Pierce,Green Party of Nova Scotia,160
Nova Scotia,Northside-Westmount,Northside-Westmount,John H. Higgins,John H. Higgins,Nova Scotia Liberal Party,3716
Nova Scotia,Northside-Westmount,Northside-Westmount,Cecil Snow,Cecil Snow,Nova Scotia New Democratic Party,1597
Nova Scotia,Northside-Westmount,Northside-Westmount,Eddie Orrell,Eddie Orrell,Progressive Conservative Association of Nova Scotia,4179
Nova Scotia,Pictou Centre,Pictou Centre,Bill Muirhead,Bill Muirhead,Nova Scotia Liberal Party,1415
Nova Scotia,Pictou Centre,Pictou Centre,Ross Landry,Ross Landry,Nova Scotia New Democratic Party,2373
Nova Scotia,Pictou Centre,Pictou Centre,Pat Dunn,Pat Dunn,Progressive Conservative Association of Nova Scotia,4147
Nova Scotia,Pictou East,Pictou East,Francois (Frank) M. Rochon,Francois (Frank) M. Rochon,Nova Scotia Liberal Party,1228
Nova Scotia,Pictou East,Pictou East,Clarrie MacKinnon,Clarrie MacKinnon,Nova Scotia New Democratic Party,2788
Nova Scotia,Pictou East,Pictou East,Tim Houston,Tim Houston,Progressive Conservative Association of Nova Scotia,3714
Nova Scotia,Pictou West,Pictou West,Glennie Langille,Glennie Langille,Nova Scotia Liberal Party,1933
Nova Scotia,Pictou West,Pictou West,C. L. (Charlie) Parker,C. L. (Charlie) Parker,Nova Scotia New Democratic Party,2588
Nova Scotia,Pictou West,Pictou West,Karla MacFarlane,Karla MacFarlane,Progressive Conservative Association of Nova Scotia,3026
Nova Scotia,Queens-Shelburne,Queens-Shelburne,Benson Frail,Benson Frail,Nova Scotia Liberal Party,2302
Nova Scotia,Queens-Shelburne,Queens-Shelburne,Sterling Belliveau,Sterling Belliveau,Nova Scotia New Democratic Party,3066
Nova Scotia,Queens-Shelburne,Queens-Shelburne,Bruce Inglis,Bruce Inglis,Progressive Conservative Association of Nova Scotia,2685
Nova Scotia,Queens-Shelburne,Queens-Shelburne,Madeline Taylor,Madeline Taylor,Green Party of Nova Scotia,211
Nova Scotia,Sackville-Beaver Bank,Sackville-Beaver Bank,Stephen Gough,Stephen Gough,Nova Scotia Liberal Party,2570
Nova Scotia,Sackville-Beaver Bank,Sackville-Beaver Bank,Mat Whynott,Mat Whynott,Nova Scotia New Democratic Party,2369
Nova Scotia,Sackville-Beaver Bank,Sackville-Beaver Bank,Sarah Reeves,Sarah Reeves,Progressive Conservative Association of Nova Scotia,1452
Nova Scotia,Sackville-Cobequid,Sackville-Cobequid,Graham Cameron,Graham Cameron,Nova Scotia Liberal Party,2898
Nova Scotia,Sackville-Cobequid,Sackville-Cobequid,Dave Wilson,Dave Wilson,Nova Scotia New Democratic Party,2983
Nova Scotia,Sackville-Cobequid,Sackville-Cobequid,Peter Mac Isaac,Peter Mac Isaac,Progressive Conservative Association of Nova Scotia,1651
Nova Scotia,Sackville-Cobequid,Sackville-Cobequid,John H. Percy,John H. Percy,Green Party of Nova Scotia,227
Nova Scotia,Sydney-Whitney Pier,Sydney-Whitney Pier,Derek Mombourquette,Derek Mombourquette,Nova Scotia Liberal Party,4534
Nova Scotia,Sydney-Whitney Pier,Sydney-Whitney Pier,Gordie Gosse,Gordie Gosse,Nova Scotia New Democratic Party,5084
Nova Scotia,Sydney-Whitney Pier,Sydney-Whitney Pier,Leslie MacPhee,Leslie MacPhee,Progressive Conservative Association of Nova Scotia,680
Nova Scotia,Sydney River-Mira-Louisbourg,Sydney River-Mira-Louisbourg,Josephine Kennedy,Josephine Kennedy,Nova Scotia Liberal Party,3798
Nova Scotia,Sydney River-Mira-Louisbourg,Sydney River-Mira-Louisbourg,Delton McDonald,Delton McDonald,Nova Scotia New Democratic Party,1573
Nova Scotia,Sydney River-Mira-Louisbourg,Sydney River-Mira-Louisbourg,Alfie MacLeod,Alfie MacLeod,Progressive Conservative Association of Nova Scotia,4178
Nova Scotia,Timberlea-Prospect,Timberlea-Prospect,Iain Rankin,Iain Rankin,Nova Scotia Liberal Party,4492
Nova Scotia,Timberlea-Prospect,Timberlea-Prospect,Linda Moxsom-Skinner,Linda Moxsom-Skinner,Nova Scotia New Democratic Party,2168
Nova Scotia,Timberlea-Prospect,Timberlea-Prospect,Bruce R. Pretty,Bruce R. Pretty,Progressive Conservative Association of Nova Scotia,1588
Nova Scotia,Timberlea-Prospect,Timberlea-Prospect,Thomas Trappenberg,Thomas Trappenberg,Green Party of Nova Scotia,293
Nova Scotia,Truro-Bible Hill-Millbrook-Salmon Rive,Truro-Bible Hill-Millbrook-Salmon Rive,Barry J. Mellish,Barry J. Mellish,Nova Scotia Liberal Party,2682
Nova Scotia,Truro-Bible Hill-Millbrook-Salmon Rive,Truro-Bible Hill-Millbrook-Salmon Rive,Lenore Zann,Lenore Zann,Nova Scotia New Democratic Party,3165
Nova Scotia,Truro-Bible Hill-Millbrook-Salmon Rive,Truro-Bible Hill-Millbrook-Salmon Rive,Charles Cox,Charles Cox,Progressive Conservative Association of Nova Scotia,2470
Nova Scotia,Victoria-The Lakes,Victoria-The Lakes,Pam Eyking,Pam Eyking,Nova Scotia Liberal Party,3150
Nova Scotia,Victoria-The Lakes,Victoria-The Lakes,John Frank Toney,John Frank Toney,Nova Scotia New Democratic Party,1907
Nova Scotia,Victoria-The Lakes,Victoria-The Lakes,Keith Bain,Keith Bain,Progressive Conservative Association of Nova Scotia,2847
Nova Scotia,Victoria-The Lakes,Victoria-The Lakes,Stewart M. (Stemer) MacLeod,Stewart M. (Stemer) MacLeod,Independent,172
Nova Scotia,Waverley-Fall River-Beaver Bank,Waverley-Fall River-Beaver Bank,Bill Horne,Bill Horne,Nova Scotia Liberal Party,3588
Nova Scotia,Waverley-Fall River-Beaver Bank,Waverley-Fall River-Beaver Bank,Percy Paris,Percy Paris,Nova Scotia New Democratic Party,2098
Nova Scotia,Waverley-Fall River-Beaver Bank,Waverley-Fall River-Beaver Bank,Brian Wong,Brian Wong,Progressive Conservative Association of Nova Scotia,2640
Nova Scotia,Yarmouth,Yarmouth,Zach Churchill,Zach Churchill,Nova Scotia Liberal Party,7130
Nova Scotia,Yarmouth,Yarmouth,Charles Webster,Charles Webster,Nova Scotia New Democratic Party,217
Nova Scotia,Yarmouth,Yarmouth,John Cunningham,John Cunningham,Progressive Conservative Association of Nova Scotia,1233
Nova Scotia,Yarmouth,Yarmouth,Vanessa Goodwin-Clairmont,Vanessa Goodwin-Clairmont,Green Party of Nova Scotia,83
