,,273,0.53,FR,CHARLES OLITO






WATERLOO-WELLINGTON,5206,22550,48.97,PC,*TED ARNOTT

,,17344,37.67,L,DEBORAH WHALE

,,3970,8.62,ND,RICHARD WALSH-BOWERS

,,1203,2.61,GP,ALLAN STRONG

,,978,2.12,FCP,GORD TRUSCOTT






ANCASTER-DUNDAS-FLAMBOROUGH-ALDERSHOT,4904,23045,47.53,L,*TED MCMEEKIN

,,18141,37.42,PC,MARK MULLINS

,,5666,11.69,ND,KELLY HAYES

,,903,1.86,GP,BRIAN ELDER SULLIVAN

,,434,0.9,FCP,MICHAEL TROLLY

,,293,0.6,COR,RICHARD BUTSON






WHITBY-AJAX,4647,27240,48.33,PC,*JIM FLAHERTY

,,22593,40.08,L,DENNIS FOX

,,5155,9.15,ND,DAN EDWARDS

,,1375,2.44,GP,MICHAEL MACDONALD






WILLOWDALE,1866,21823,46.97,L,DAVID ZIMMER

,,19957,42.95,PC,*DAVID YOUNG

,,3084,6.64,ND,YVONNE BOBB

,,933,2.01,GP,SHAROLYN VETTESE

,,442,0.95,FCP,RINA MORRA

,,227,0.49,FR,VAUGHAN BYRNES






WINDSOR-ST. CLAIR,9259,19692,54.92,L,*DWIGHT DUNCAN

,,10433,29.1,ND,MADELINE CRNEC

,,4162,11.61,PC,MATT BUFTON

,,1315,3.67,GP,CHRIS HOLT

,,253,0.71,IND,SAROJ BAINS






WINDSOR WEST,14610,21993,62.51,L,*SANDRA PUPATELLO

,,7383,20.98,ND,YVETTE BLACKBURN

,,4187,11.9,PC,DEREK INSLEY

,,1233,3.5,GP,CARY M. LUCIER

,,386,1.1,IND,ENVER VILLAMIZAR






YORK CENTRE,10946,18808,59.41,L,*MONTE KWINTER

,,7862,24.83,PC,DAN CULLEN

