Nova Scotia
61
Nova Scotia,Preston,Preston,Dwayne Provo,Dwayne Provo,Progressive Conservative Association of Nova Scotia,1076,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Janet Sutcliffe,Janet Sutcliffe,Nova Scotia New Democratic Party,1314,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Keith Colwell,Keith Colwell,Nova Scotia Liberal Party,1888,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Sarah Densmore,Sarah Densmore,Green Party of Nova Scotia,55,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Queens,Queens,Kerry Morash,Kerry Morash,Progressive Conservative Association of Nova Scotia,1936,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Vicki Conrad,Vicki Conrad,Nova Scotia New Democratic Party,4012,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Wayne Henley,Wayne Henley,Nova Scotia Liberal Party,674,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Stuart Simpson,Stuart Simpson,Green Party of Nova Scotia,85,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Richmond,Richmond,John Greene,John Greene,Progressive Conservative Association of Nova Scotia,1045,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Clair Rankin,Clair Rankin,Nova Scotia New Democratic Party,1477,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Michel P. Samson,Michel P. Samson,Nova Scotia Liberal Party,3228,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,John Percy,John Percy,Green Party of Nova Scotia,81,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Sackville-Cobequid,Sackville-Cobequid,Jessica Alexander,Jessica Alexander,Progressive Conservative Association of Nova Scotia,976,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Dave Wilson,Dave Wilson,Nova Scotia New Democratic Party,5120,Yes,,,,,,,,,,,,,,,,,,,,,,,
