Election|Riding|RegionSort|SubregionSort|Region|Subregion|DistrictSchoolBoard|TV|Newspaper|1995BlueBelts|Rural_Day|Rural|pCandidate|pParty|pIncumbent|pVotes|pVotesWin|pVotesWaste|pVotesGovern|pVote%|pSeat|pGovern|rElectors|rTurnout|rTurnout%|rCandidates|rSeats|rVotes|rVotesWin|rVotesWaste|rVotesGovern|rVotesWin%|rVotesWaste%|rVotesPerCandidate|rWinner|rWinnerGoverns|North-South
1995|Ottawa Centre|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||John C. Turmel|Independent|U|173|0|173|0|0.01|0|FALSE|44958|28717|0.64|7|1|28400|11150|17250|0|0.39|0.61|4057|Liberal|FALSE|
1995|Ottawa Centre|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Malek Khouri|Communist Party of Canada (Ontario)|U|210|0|210|0|0.01|0|FALSE|44958|28717|0.64|7|1|28400|11150|17250|0|0.39|0.61|4057|Liberal|FALSE|
1995|Ottawa Centre|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Richard Patten|Ontario Liberal Party|U|11150|11150|0|0|0.39|1|FALSE|44958|28717|0.64|7|1|28400|11150|17250|0|0.39|0.61|4057|Liberal|FALSE|
1995|Ottawa Centre|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Ron Parker|Natural Law Party|U|365|0|365|0|0.01|0|FALSE|44958|28717|0.64|7|1|28400|11150|17250|0|0.39|0.61|4057|Liberal|FALSE|
1995|Ottawa East|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Bernard Grandmaître|Ontario Liberal Party|U|14436|14436|0|0|0.57|1|FALSE|48272|25685|0.53|6|1|25354|14436|10918|0|0.57|0.43|4226|Liberal|FALSE|
1995|Ottawa East|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Cynthia Bled|Progressive Conservative Party of Ontario|U|5368|0|5368|0|0.21|0|FALSE|48272|25685|0.53|6|1|25354|14436|10918|0|0.57|0.43|4226|Liberal|FALSE|
1995|Ottawa East|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||David Dyment|New Democratic Party of Ontario|U|4818|0|4818|0|0.19|0|FALSE|48272|25685|0.53|6|1|25354|14436|10918|0|0.57|0.43|4226|Liberal|FALSE|
1995|Ottawa East|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Larry Tyldsley|Green Party of Ontario|U|335|0|335|0|0.01|0|FALSE|48272|25685|0.53|6|1|25354|14436|10918|0|0.57|0.43|4226|Liberal|FALSE|
1995|Ottawa East|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Robert Mayer|Natural Law Party|U|261|0|261|0|0.01|0|FALSE|48272|25685|0.53|6|1|25354|14436|10918|0|0.57|0.43|4226|Liberal|FALSE|
1995|Ottawa East|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Stphen E. White|Independent|U|136|0|136|0|0.01|0|FALSE|48272|25685|0.53|6|1|25354|14436|10918|0|0.57|0.43|4226|Liberal|FALSE|
1995|Ottawa South|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Dalton McGuinty|Ontario Liberal Party|U|15418|15418|0|0|0.53|1|FALSE|43793|29128|0.67|5|1|28899|15418|13481|0|0.53|0.47|5780|Liberal|FALSE|
1995|Ottawa South|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Karen Fyson|Green Party of Ontario|U|383|0|383|0|0.01|0|FALSE|43793|29128|0.67|5|1|28899|15418|13481|0|0.53|0.47|5780|Liberal|FALSE|
1995|Ottawa South|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Linda Thom|Progressive Conservative Party of Ontario|U|8618|0|8618|0|0.3|0|FALSE|43793|29128|0.67|5|1|28899|15418|13481|0|0.53|0.47|5780|Liberal|FALSE|
1995|Ottawa South|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Margaret Armstrong|New Democratic Party of Ontario|U|4235|0|4235|0|0.15|0|FALSE|43793|29128|0.67|5|1|28899|15418|13481|0|0.53|0.47|5780|Liberal|FALSE|
1995|Ottawa South|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Wayne Foster|Natural Law Party|U|245|0|245|0|0.01|0|FALSE|43793|29128|0.67|5|1|28899|15418|13481|0|0.53|0.47|5780|Liberal|FALSE|
1995|Ottawa West|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Andy Sammon|Independent|U|241|0|241|0|0.01|0|FALSE|50027|32234|0.64|6|1|31917|14516|17401|0|0.45|0.55|5320|Liberal|FALSE|
1995|Ottawa West|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Bon Churchill|Ontario Liberal Party|U|14516|14516|0|0|0.45|1|FALSE|50027|32234|0.64|6|1|31917|14516|17401|0|0.45|0.55|5320|Liberal|FALSE|
1995|Ottawa West|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Greg Joy|Progressive Conservative Party of Ontario|U|12898|0|12898|0|0.4|0|FALSE|50027|32234|0.64|6|1|31917|14516|17401|0|0.45|0.55|5320|Liberal|FALSE|
1995|Ottawa West|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Karim Ismaili|New Democratic Party of Ontario|U|3718|0|3718|0|0.12|0|FALSE|50027|32234|0.64|6|1|31917|14516|17401|0|0.45|0.55|5320|Liberal|FALSE|
1995|Ottawa West|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Stan Lamothe|Natural Law Party|U|96|0|96|0|0|0|FALSE|50027|32234|0.64|6|1|31917|14516|17401|0|0.45|0.55|5320|Liberal|FALSE|
1995|Ottawa West|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Stphen Johns|Green Party of Ontario|U|448|0|448|0|0.01|0|FALSE|50027|32234|0.64|6|1|31917|14516|17401|0|0.45|0.55|5320|Liberal|FALSE|
1995|Ottawa-Rideau|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Dan Mc Intyre|New Democratic Party of Ontario|U|4138|0|4138|0|0.13|0|FALSE|53961|33071|0.61|5|1|32797|14796|18001|14796|0.45|0.55|6559|Progressive Conservative|TRUE|
1995|Ottawa-Rideau|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Garry Guzzo|Progressive Conservative Party of Ontario|U|14796|14796|0|14796|0.45|1|TRUE|53961|33071|0.61|5|1|32797|14796|18001|14796|0.45|0.55|6559|Progressive Conservative|TRUE|
1995|Ottawa-Rideau|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Leonora Burke|Green Party of Ontario|U|412|0|412|0|0.01|0|FALSE|53961|33071|0.61|5|1|32797|14796|18001|14796|0.45|0.55|6559|Progressive Conservative|TRUE|
1995|Ottawa-Rideau|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Richard Wolfson|Natural Law Party|U|178|0|178|0|0.01|0|FALSE|53961|33071|0.61|5|1|32797|14796|18001|14796|0.45|0.55|6559|Progressive Conservative|TRUE|
1995|Ottawa-Rideau|1|1|East|Ottawa|Ottawa-Carleton|CBOT, CBOFT, CHRO; CJOH|Citizen (CanWest), Sun, Le Droit (Power Corporation)||||Yvonne O'Neill|Ontario Liberal Party|U|13273|0|13273|0|0.4|0|FALSE|53961|33071|0.61|5|1|32797|14796|18001|14796|0.45|0.55|6559|Progressive Conservative|TRUE|
1995|Oxford|29|31|London|Oxford|Thames Valley|CFPL-TV -- London|Woodstock Sentinel-Review (Sun Media)|mid-west|"rural"|R1|Bruce Sibbick|Ontario Liberal Party|U|6564|0|6564|0|0.18|0|FALSE|55914|35798|0.64|7|1|35503|17568|17935|17568|0.49|0.51|5072|Progressive Conservative|TRUE|
1995|Oxford|29|31|London|Oxford|Thames Valley|CFPL-TV -- London|Woodstock Sentinel-Review (Sun Media)|mid-west|"rural"|R1|Case Van Blyderveen|Family Coalition Party of Ontario|U|1061|0|1061|0|0.03|0|FALSE|55914|35798|0.64|7|1|35503|17568|17935|17568|0.49|0.51|5072|Progressive Conservative|TRUE|
1995|Oxford|29|31|London|Oxford|Thames Valley|CFPL-TV -- London|Woodstock Sentinel-Review (Sun Media)|mid-west|"rural"|R1|Ernie Hardman|Progressive Conservative Party of Ontario|U|17568|17568|0|17568|0.49|1|TRUE|55914|35798|0.64|7|1|35503|17568|17935|17568|0.49|0.51|5072|Progressive Conservative|TRUE|
1995|Oxford|29|31|London|Oxford|Thames Valley|CFPL-TV -- London|Woodstock Sentinel-Review (Sun Media)|mid-west|"rural"|R1|Jim Montag|Freedom Party of Ontario|U|148|0|148|0|0|0|FALSE|55914|35798|0.64|7|1|35503|17568|17935|17568|0.49|0.51|5072|Progressive Conservative|TRUE|
1995|Oxford|29|31|London|Oxford|Thames Valley|CFPL-TV -- London|Woodstock Sentinel-Review (Sun Media)|mid-west|"rural"|R1|Jim Morris|Natural Law Party|U|275|0|275|0|0.01|0|FALSE|55914|35798|0.64|7|1|35503|17568|17935|17568|0.49|0.51|5072|Progressive Conservative|TRUE|
1995|Oxford|29|31|London|Oxford|Thames Valley|CFPL-TV -- London|Woodstock Sentinel-Review (Sun Media)|mid-west|"rural"|R1|Kaye Sargent|Ontario Libertarian Party|U|386|0|386|0|0.01|0|FALSE|55914|35798|0.64|7|1|35503|17568|17935|17568|0.49|0.51|5072|Progressive Conservative|TRUE|
1995|Oxford|29|31|London|Oxford|Thames Valley|CFPL-TV -- London|Woodstock Sentinel-Review (Sun Media)|mid-west|"rural"|R1|Kimble Sutherland|New Democratic Party of Ontario|U|9501|0|9501|0|0.27|0|FALSE|55914|35798|0.64|7|1|35503|17568|17935|17568|0.49|0.51|5072|Progressive Conservative|TRUE|
1995|Parkdale|13|15|GTA|Toronto|Toronto|(several)|Star, Globe, Sun, Post (CanWest)||||Fred Blucher|Progressive Conservative Party of Ontario|U|2887|0|2887|0|0.16|0|FALSE|27999|17928|0.64|5|1|17622|8435|9187|0|0.48|0.52|3524|Liberal|FALSE|
1995|Parkdale|13|15|GTA|Toronto|Toronto|(several)|Star, Globe, Sun, Post (CanWest)||||Martin Silva|New Democratic Party of Ontario|U|5795|0|5795|0|0.33|0|FALSE|27999|17928|0.64|5|1|17622|8435|9187|0|0.48|0.52|3524|Liberal|FALSE|
1995|Parkdale|13|15|GTA|Toronto|Toronto|(several)|Star, Globe, Sun, Post (CanWest)||||Miriam Hawkins|Green Party of Ontario|U|363|0|363|0|0.02|0|FALSE|27999|17928|0.64|5|1|17622|8435|9187|0|0.48|0.52|3524|Liberal|FALSE|
1995|Parkdale|13|15|GTA|Toronto|Toronto|(several)|Star, Globe, Sun, Post (CanWest)||||Tony Ruprecht|Ontario Liberal Party|U|8435|8435|0|0|0.48|1|FALSE|27999|17928|0.64|5|1|17622|8435|9187|0|0.48|0.52|3524|Liberal|FALSE|
1995|Parkdale|13|15|GTA|Toronto|Toronto|(several)|Star, Globe, Sun, Post (CanWest)||||Wilfred Szczesny|Communist Party of Canada (Ontario)|U|142|0|142|0|0.01|0|FALSE|27999|17928|0.64|5|1|17622|8435|9187|0|0.48|0.52|3524|Liberal|FALSE|
1995|Parry Sound|35|35|North Bay-Parry Sound|Parry Sound-Muskoka|Near North, Trillium-Lakelands|Barrie, North Bay|Orillia, North Bay|georgian bay|"rural" and semi-northern|RN|Dan Reed|New Democratic Party of Ontario|U|3367|0|3367|0|0.14|0|FALSE|37494|23834|0.64|3|1|23711|15523|8188|15523|0.65|0.35|7904|Progressive Conservative|TRUE|
1995|Parry Sound|35|35|North Bay-Parry Sound|Parry Sound-Muskoka|Near North, Trillium-Lakelands|Barrie, North Bay|Orillia, North Bay|georgian bay|"rural" and semi-northern|RN|Ernie Eves|Progressive Conservative Party of Ontario|U|15523|15523|0|15523|0.65|1|TRUE|37494|23834|0.64|3|1|23711|15523|8188|15523|0.65|0.35|7904|Progressive Conservative|TRUE|
1995|Parry Sound|35|35|North Bay-Parry Sound|Parry Sound-Muskoka|Near North, Trillium-Lakelands|Barrie, North Bay|Orillia, North Bay|georgian bay|"rural" and semi-northern|RN|Mark Fisher|Ontario Liberal Party|U|4821|0|4821|0|0.2|0|FALSE|37494|23834|0.64|3|1|23711|15523|8188|15523|0.65|0.35|7904|Progressive Conservative|TRUE|
1995|Perth|27|27|Grey Bruce Huron Perth|Perth-Huron|Avon Maitland|CKNX-TV -- Wingham|Stratford Beacon Herald (Sun Media)|mid-west|"rural"|R1|Bert Johnson|Progressive Conservative Party of Ontario|U|13735|13735|0|13735|0.45|1|TRUE|49097|30883|0.63|5|1|30655|13735|16920|13735|0.45|0.55|6131|Progressive Conservative|TRUE|
1995|Perth|27|27|Grey Bruce Huron Perth|Perth-Huron|Avon Maitland|CKNX-TV -- Wingham|Stratford Beacon Herald (Sun Media)|mid-west|"rural"|R1|Gerry Teahen|Ontario Liberal Party|U|7722|0|7722|0|0.25|0|FALSE|49097|30883|0.63|5|1|30655|13735|16920|13735|0.45|0.55|6131|Progressive Conservative|TRUE|
1995|Perth|27|27|Grey Bruce Huron Perth|Perth-Huron|Avon Maitland|CKNX-TV -- Wingham|Stratford Beacon Herald (Sun Media)|mid-west|"rural"|R1|Karen Haslam|New Democratic Party of Ontario|U|8445|0|8445|0|0.28|0|FALSE|49097|30883|0.63|5|1|30655|13735|16920|13735|0.45|0.55|6131|Progressive Conservative|TRUE|
1995|Perth|27|27|Grey Bruce Huron Perth|Perth-Huron|Avon Maitland|CKNX-TV -- Wingham|Stratford Beacon Herald (Sun Media)|mid-west|"rural"|R1|Patrick Van Galen|Independent|U|326|0|326|0|0.01|0|FALSE|49097|30883|0.63|5|1|30655|13735|16920|13735|0.45|0.55|6131|Progressive Conservative|TRUE|
1995|Perth|27|27|Grey Bruce Huron Perth|Perth-Huron|Avon Maitland|CKNX-TV -- Wingham|Stratford Beacon Herald (Sun Media)|mid-west|"rural"|R1|Robert Smink|Freedom Party of Ontario|U|427|0|427|0|0.01|0|FALSE|49097|30883|0.63|5|1|30655|13735|16920|13735|0.45|0.55|6131|Progressive Conservative|TRUE|
1995|Peterborough|8|9|East Central|Peterborough|Kawartha Pine Ridge|CHEX-TV -- Peterborough|Peterborough Examiner (Osprey)|mid-east|"rural" - note: they will object to being called rural|R3|Gary Stewart|Progressive Conservative Party of Ontario|U|22735|22735|0|22735|0.53|1|TRUE|65678|43499|0.66|6|1|43170|22735|20435|22735|0.53|0.47|7195|Progressive Conservative|TRUE|
1995|Peterborough|8|9|East Central|Peterborough|Kawartha Pine Ridge|CHEX-TV -- Peterborough|Peterborough Examiner (Osprey)|mid-east|"rural" - note: they will object to being called rural|R3|Jenny Carter|New Democratic Party of Ontario|U|7581|0|7581|0|0.18|0|FALSE|65678|43499|0.66|6|1|43170|22735|20435|22735|0.53|0.47|7195|Progressive Conservative|TRUE|
1995|Peterborough|8|9|East Central|Peterborough|Kawartha Pine Ridge|CHEX-TV -- Peterborough|Peterborough Examiner (Osprey)|mid-east|"rural" - note: they will object to being called rural|R3|Paul Morgan|Family Coalition Party of Ontario|U|2064|0|2064|0|0.05|0|FALSE|65678|43499|0.66|6|1|43170|22735|20435|22735|0.53|0.47|7195|Progressive Conservative|TRUE|
1995|Peterborough|8|9|East Central|Peterborough|Kawartha Pine Ridge|CHEX-TV -- Peterborough|Peterborough Examiner (Osprey)|mid-east|"rural" - note: they will object to being called rural|R3|Peter Leggat|Natural Law Party|U|213|0|213|0|0|0|FALSE|65678|43499|0.66|6|1|43170|22735|20435|22735|0.53|0.47|7195|Progressive Conservative|TRUE|
1995|Peterborough|8|9|East Central|Peterborough|Kawartha Pine Ridge|CHEX-TV -- Peterborough|Peterborough Examiner (Osprey)|mid-east|"rural" - note: they will object to being called rural|R3|Sylvia Sutherland|Ontario Liberal Party|U|10326|0|10326|0|0.24|0|FALSE|65678|43499|0.66|6|1|43170|22735|20435|22735|0.53|0.47|7195|Progressive Conservative|TRUE|
1995|Peterborough|8|9|East Central|Peterborough|Kawartha Pine Ridge|CHEX-TV -- Peterborough|Peterborough Examiner (Osprey)|mid-east|"rural" - note: they will object to being called rural|R3|Vic Watts|Ontario Libertarian Party|U|251|0|251|0|0.01|0|FALSE|65678|43499|0.66|6|1|43170|22735|20435|22735|0.53|0.47|7195|Progressive Conservative|TRUE|
1995|Port Arthur|40|40|Thunder Bay|Thunder Bay|Lakehead|CKPR, CHFD -- Thunder Bay|Thunder Bay Chronicle-Journal (Horizon Op. (Can.) Ltd.)||northern urban|Nu|Anita Harris|Family Coalition Party of Ontario|U|683|0|683|0|0.02|0|FALSE|47672|29512|0.62|5|1|29190|14281|14909|0|0.49|0.51|5838|Liberal|FALSE|
1995|Port Arthur|40|40|Thunder Bay|Thunder Bay|Lakehead|CKPR, CHFD -- Thunder Bay|Thunder Bay Chronicle-Journal (Horizon Op. (Can.) Ltd.)||northern urban|Nu|Jim Doherty|Progressive Conservative Party of Ontario|U|6554|0|6554|0|0.22|0|FALSE|47672|29512|0.62|5|1|29190|14281|14909|0|0.49|0.51|5838|Liberal|FALSE|
1995|Port Arthur|40|40|Thunder Bay|Thunder Bay|Lakehead|CKPR, CHFD -- Thunder Bay|Thunder Bay Chronicle-Journal (Horizon Op. (Can.) Ltd.)||northern urban|Nu|Michael Gravelle|Ontario Liberal Party|U|14281|14281|0|0|0.49|1|FALSE|47672|29512|0.62|5|1|29190|14281|14909|0|0.49|0.51|5838|Liberal|FALSE|
1995|Port Arthur|40|40|Thunder Bay|Thunder Bay|Lakehead|CKPR, CHFD -- Thunder Bay|Thunder Bay Chronicle-Journal (Horizon Op. (Can.) Ltd.)||northern urban|Nu|Paul Weber|Independent|U|182|0|182|0|0.01|0|FALSE|47672|29512|0.62|5|1|29190|14281|14909|0|0.49|0.51|5838|Liberal|FALSE|
1995|Port Arthur|40|40|Thunder Bay|Thunder Bay|Lakehead|CKPR, CHFD -- Thunder Bay|Thunder Bay Chronicle-Journal (Horizon Op. (Can.) Ltd.)||northern urban|Nu|Shelly Wark-Martyn|New Democratic Party of Ontario|U|7490|0|7490|0|0.26|0|FALSE|47672|29512|0.62|5|1|29190|14281|14909|0|0.49|0.51|5838|Liberal|FALSE|
1995|Prescott & Russell|1|2|East|Prescott-Russell|Upper Canada|CBOT, CBOFT, CHRO; CJOH|Le Droit (Power Corporation)||"rural"|R1|Jean-Marc Lalonde|Ontario Liberal Party|U|24808|24808|0|0|0.56|1|FALSE|79574|45068|0.57|6|1|44553|24808|19745|0|0.56|0.44|7426|Liberal|FALSE|
1995|Prescott & Russell|1|2|East|Prescott-Russell|Upper Canada|CBOT, CBOFT, CHRO; CJOH|Le Droit (Power Corporation)||"rural"|R1|Jean-Serge Brisson|Ontario Libertarian Party|U|626|0|626|0|0.01|0|FALSE|79574|45068|0.57|6|1|44553|24808|19745|0|0.56|0.44|7426|Liberal|FALSE|
1995|Prescott & Russell|1|2|East|Prescott-Russell|Upper Canada|CBOT, CBOFT, CHRO; CJOH|Le Droit (Power Corporation)||"rural"|R1|John Mackinnon|Independent|U|564|0|564|0|0.01|0|FALSE|79574|45068|0.57|6|1|44553|24808|19745|0|0.56|0.44|7426|Liberal|FALSE|
1995|Prescott & Russell|1|2|East|Prescott-Russell|Upper Canada|CBOT, CBOFT, CHRO; CJOH|Le Droit (Power Corporation)||"rural"|R1|Pierre Leduc|Progressive Conservative Party of Ontario|U|13637|0|13637|0|0.31|0|FALSE|79574|45068|0.57|6|1|44553|24808|19745|0|0.56|0.44|7426|Liberal|FALSE|
1995|Prescott & Russell|1|2|East|Prescott-Russell|Upper Canada|CBOT, CBOFT, CHRO; CJOH|Le Droit (Power Corporation)||"rural"|R1|Pierrette J. Blondin|Natural Law Party|U|446|0|446|0|0.01|0|FALSE|79574|45068|0.57|6|1|44553|24808|19745|0|0.56|0.44|7426|Liberal|FALSE|
1995|Prescott & Russell|1|2|East|Prescott-Russell|Upper Canada|CBOT, CBOFT, CHRO; CJOH|Le Droit (Power Corporation)||"rural"|R1|Yves A. Dechamps|New Democratic Party of Ontario|U|4472|0|4472|0|0.1|0|FALSE|79574|45068|0.57|6|1|44553|24808|19745|0|0.56|0.44|7426|Liberal|FALSE|
1995|Prince Edward-Lennox-South Hastings|5|7|Mid-East|Hastings-Prince Edward|Hastings & Prince Edward|CKWS-TV -- Kingston|Belleville Intelligencer (Osprey)|mid-east|"rural" - note: they may object to being called rural|R2|Gary Fox|Progressive Conservative Party of Ontario|U|14144|14144|0|14144|0.5|1|TRUE|47891|28755|0.6|4|1|28509|14144|14365|14144|0.5|0.5|7127|Progressive Conservative|TRUE|
1995|Prince Edward-Lennox-South Hastings|5|7|Mid-East|Hastings-Prince Edward|Hastings & Prince Edward|CKWS-TV -- Kingston|Belleville Intelligencer (Osprey)|mid-east|"rural" - note: they may object to being called rural|R2|Kenn Hineman|Ontario Provincial Confederation of Regions Party|U|571|0|571|0|0.02|0|FALSE|47891|28755|0.6|4|1|28509|14144|14365|14144|0.5|0.5|7127|Progressive Conservative|TRUE|
1995|Prince Edward-Lennox-South Hastings|5|7|Mid-East|Hastings-Prince Edward|Hastings & Prince Edward|CKWS-TV -- Kingston|Belleville Intelligencer (Osprey)|mid-east|"rural" - note: they may object to being called rural|R2|Paul Johnson|New Democratic Party of Ontario|U|5996|0|5996|0|0.21|0|FALSE|47891|28755|0.6|4|1|28509|14144|14365|14144|0.5|0.5|7127|Progressive Conservative|TRUE|
1995|Prince Edward-Lennox-South Hastings|5|7|Mid-East|Hastings-Prince Edward|Hastings & Prince Edward|CKWS-TV -- Kingston|Belleville Intelligencer (Osprey)|mid-east|"rural" - note: they may object to being called rural|R2|Robert Gentile|Ontario Liberal Party|U|7798|0|7798|0|0.27|0|FALSE|47891|28755|0.6|4|1|28509|14144|14365|14144|0.5|0.5|7127|Progressive Conservative|TRUE|
1995|Quinte|5|7|Mid-East|Hastings-Prince Edward|Hastings & Prince Edward|CKWS-TV -- Kingston|Belleville Intelligencer (Osprey)|mid-east|"rural" - note: they may object to being called rural|R2|Barb Dolan|New Democratic Party of Ontario|U|3743|0|3743|0|0.13|0|FALSE|50783|29853|0.59|3|1|29530|13961|15569|13961|0.47|0.53|9843|Progressive Conservative|TRUE|
1995|Quinte|5|7|Mid-East|Hastings-Prince Edward|Hastings & Prince Edward|CKWS-TV -- Kingston|Belleville Intelligencer (Osprey)|mid-east|"rural" - note: they may object to being called rural|R2|Doug Rollings|Progressive Conservative Party of Ontario|U|13961|13961|0|13961|0.47|1|TRUE|50783|29853|0.59|3|1|29530|13961|15569|13961|0.47|0.53|9843|Progressive Conservative|TRUE|
1995|Quinte|5|7|Mid-East|Hastings-Prince Edward|Hastings & Prince Edward|CKWS-TV -- Kingston|Belleville Intelligencer (Osprey)|mid-east|"rural" - note: they may object to being called rural|R2|George Zegouras|Ontario Liberal Party|U|11826|0|11826|0|0.4|0|FALSE|50783|29853|0.59|3|1|29530|13961|15569|13961|0.47|0.53|9843|Progressive Conservative|TRUE|
1995|Rainy River|41|41|Kenora - Rainy River|Kenora - Rainy River|Rainy River, Keewatin-Patricia|CJBN-TV -- Kenora|Kenora Miner & News, Fort Frances Bulletin||northern rather than rural|N|Darren W.E. Brown|Ontario Liberal Party|U|2683|0|2683|0|0.22|0|FALSE|19406|12415|0.64|3|1|12302|4912|7390|0|0.4|0.6|4101|NDP|FALSE|
1995|Rainy River|41|41|Kenora - Rainy River|Kenora - Rainy River|Rainy River, Keewatin-Patricia|CJBN-TV -- Kenora|Kenora Miner & News, Fort Frances Bulletin||northern rather than rural|N|Howard Hampton|New Democratic Party of Ontario|U|4912|4912|0|0|0.4|1|FALSE|19406|12415|0.64|3|1|12302|4912|7390|0|0.4|0.6|4101|NDP|FALSE|
1995|Rainy River|41|41|Kenora - Rainy River|Kenora - Rainy River|Rainy River, Keewatin-Patricia|CJBN-TV -- Kenora|Kenora Miner & News, Fort Frances Bulletin||northern rather than rural|N|Lynn Beyak|Progressive Conservative Party of Ontario|U|4707|0|4707|0|0.38|0|FALSE|19406|12415|0.64|3|1|12302|4912|7390|0|0.4|0.6|4101|NDP|FALSE|
1995|Renfrew North|1|3|East|Renfrew|Renfrew County|CBOT, CBOFT, CHRO; CJOH|Pembroke Observer (Osprey)||"rural"|R1|Andr? Giardano|Natural Law Party|U|187|0|187|0|0.01|0|FALSE|49678|30303|0.61|5|1|30090|16044|14046|0|0.53|0.47|6018|Liberal|FALSE|
1995|Renfrew North|1|3|East|Renfrew|Renfrew County|CBOT, CBOFT, CHRO; CJOH|Pembroke Observer (Osprey)||"rural"|R1|Dan Callaghan|Progressive Conservative Party of Ontario|U|9681|0|9681|0|0.32|0|FALSE|49678|30303|0.61|5|1|30090|16044|14046|0|0.53|0.47|6018|Liberal|FALSE|
1995|Renfrew North|1|3|East|Renfrew|Renfrew County|CBOT, CBOFT, CHRO; CJOH|Pembroke Observer (Osprey)||"rural"|R1|Ish Theilheimer|New Democratic Party of Ontario|U|2483|0|2483|0|0.08|0|FALSE|49678|30303|0.61|5|1|30090|16044|14046|0|0.53|0.47|6018|Liberal|FALSE|
1995|Renfrew North|1|3|East|Renfrew|Renfrew County|CBOT, CBOFT, CHRO; CJOH|Pembroke Observer (Osprey)||"rural"|R1|Sean Conway|Ontario Liberal Party|U|16044|16044|0|0|0.53|1|FALSE|49678|30303|0.61|5|1|30090|16044|14046|0|0.53|0.47|6018|Liberal|FALSE|
1995|Renfrew North|1|3|East|Renfrew|Renfrew County|CBOT, CBOFT, CHRO; CJOH|Pembroke Observer (Osprey)||"rural"|R1|Stan Callaghan|Family Coalition Party of Ontario|U|1695|0|1695|0|0.06|0|FALSE|49678|30303|0.61|5|1|30090|16044|14046|0|0.53|0.47|6018|Liberal|FALSE|
